date,bitcoin_mcap,ethereum_mcap,binancecoin_mcap,ripple_mcap,total_mcap,btc_dominance
2020-05-31,177978616382.68933,27012940828.466957,2623199554.996485,9100788486.566254,273887007835.6719,64.98249690232618
2020-06-30,169175896894.16483,25465535919.172665,2288640054.1966186,7910841789.320565,264611287801.5943,63.93374156472608
2020-07-31,205200775318.21756,37564052087.124535,2965551533.5553617,11025956249.094622,334324746213.0087,61.37768072587655
2020-08-31,216179629567.18042,48092923342.6494,3486695535.7498837,12698936383.28671,389323037573.2256,55.52705817634036
2020-09-30,200532996047.58585,40574256067.82458,4253400066.790345,10971187241.150055,351784520841.98016,57.00449683448814
2020-10-31,250845436637.92026,43341298725.501526,4216701943.861658,10810777275.29966,401395407709.19855,62.49334990390618
2020-11-30,336495192223.0139,65121266717.863914,4451872526.18575,27374753041.126007,552116517235.3442,60.94640926664761
2020-12-31,535967306917.84125,85790178023.44371,5644561342.625012,9633436313.890484,771945793070.3025,69.4306921197289
2021-01-31,636624676861.2642,157410718624.21973,6604362183.837016,19215011544.534508,1032576614992.9626,61.65398941032603
2021-02-28,869649724200.5775,167833687528.28204,34863282195.0899,20027896981.23032,1461849973986.5012,59.48966991660718
2021-03-31,1095293012032.8433,212080597430.12268,47742356655.602066,25985680163.48191,1895229414300.4355,57.79210705407589
2021-04-30,1001973605935.3958,318971242360.58826,92491549499.68553,64327724818.26861,2153078214998.5598,46.536795503087006
2021-05-31,668664301773.5417,278270782653.56213,50312143376.99665,41726594494.88639,1597340657987.7385,41.86109571742176
2021-06-30,674231340724.4149,253607549372.41992,46872790459.90127,32605743402.647835,1500216548696.9897,44.94226792192216
2021-07-31,786531956383.648,287344044145.01373,49890385871.61259,34956569128.79335,1682890007956.6992,46.736979402392734
2021-08-31,885729258052.6316,378977088509.6317,71302040315.8845,51552699668.6147,2122376154308.0498,41.73290659409064
2021-09-30,782626384092.2843,335476370747.3378,56833140653.68402,43276000832.10583,1923510726765.9246,40.68739379520619
2021-10-31,1166423768409.5984,511066583044.32874,88364902395.50041,50566114767.03765,2748484384181.6997,42.438799184113805
2021-11-30,1092574224475.6908,527331112023.3339,104784648775.37642,46807842263.10092,2753119950590.144,39.68494813462423
2021-12-31,892648631305.5416,441654436877.796,87050521604.65057,39952371487.69365,2334049999579.327,38.244623357101446
2022-01-31,719570142321.8397,311602914058.75037,63620799335.23713,28850613224.012375,1797782445736.7275,40.02542932979643
2022-02-28,717619764688.0872,314566178973.5596,60867607019.914635,34581739036.304855,1789112794368.224,40.11037017604554
2022-03-31,895356010540.8462,407460530687.7479,74528326961.8592,41449148705.78688,2245097546941.132,39.880494803476935
2022-04-30,735829877665.6912,340291788026.5969,66152617932.25558,29487384901.930927,1850598840311.8645,39.76171721482806
2022-05-31,604926607440.7722,241204871683.00946,54167940538.84037,20236714660.095737,1373915394980.8545,44.029392905172436
2022-06-30,384067866465.5609,133275228451.34706,35835405053.67832,15942967992.329262,934123332938.8079,41.11532737944362
2022-07-31,451726702392.36206,203433082401.51196,46919624855.67083,18686873330.207775,1141627437548.6575,39.56866202885991
2022-08-31,379555151404.602,184447549243.54855,46046373619.12218,16293719360.212246,1017528928295.2059,37.30165706841559
2022-09-30,374830625219.6003,161267455734.36823,46295594360.01962,24160534854.875744,985771396000.0128,38.02409227337688
2022-10-31,395548335410.141,191500820025.9781,51110669155.773766,22902197620.77545,1057701023506.5361,37.39698899967044
2022-11-30,316170903326.0224,146749281622.5983,48390045094.951065,20106137882.34614,869369135728.6923,36.36785461230029
2022-12-31,319722045805.09534,144611517916.40677,40164375080.41413,17383390100.95133,829262009288.9207,38.555009420876765
2023-01-31,439295730927.16473,188787565951.33054,41374485112.913246,20091977273.881798,1075286900284.5294,40.85381592679345
2023-02-28,454364917718.867,197018105507.06073,48144114205.19624,19332749632.951515,1124724535889.3787,40.39788439038336
2023-03-31,542369769760.28796,216024475834.15308,50168780547.08524,27787487718.72779,1216261359036.508,44.59319255114211
2023-04-30,565714356650.6621,229429843509.54,50858247900.902855,24729043163.78943,1255278158837.5706,45.06685252729422
2023-05-31,537414074116.4985,228588229006.90048,49203273430.55764,27185803590.1863,1206283476566.5024,44.55122569084373
2023-06-30,591688337868.8445,222892015037.67108,36395478143.66526,24810347278.937798,1216016897931.2087,48.657904250794125
2023-07-31,569135711632.8535,223813641443.30435,37315750968.66272,37157825595.01724,1226246096891.7622,46.412845926725076
2023-08-31,531729400483.3156,205067943948.6809,34441291077.74871,27973082441.083015,1130437098670.7004,47.0375044404138
2023-09-30,524946724658.764,200591326138.499,33118262532.161343,27772381783.533085,1114821635610.335,47.087956305348314
2023-10-31,673508057017.6387,217544224998.03268,35100091414.97608,30976019087.948856,1322698206850.5652,50.91925380478948
2023-11-30,740494537382.5989,244001473817.2662,34980317652.524704,32836977437.838882,1486562516352.3706,49.812539280189554
2023-12-31,826609156660.5117,275712397143.1602,48882512580.60732,33656223192.449535,1729450086033.467,47.79606901268591
2024-01-31,839294111912.5715,281132447253.58405,47188873308.49943,27762960986.006603,1727018514400.4976,48.59786417541198
2024-02-29,1225273849241.6978,404949329424.75433,63859838282.80297,31498950908.97578,2399339255860.8184,51.06713634800688
2024-03-31,1370247487960.0945,420903294887.95514,92468814501.94617,34096669844.56455,2759291466930.8667,49.659396420495135
2024-04-30,1257159131219.0603,392350038771.61163,91413161401.81583,28447759625.968727,2477307756355.3643,50.746990477622504
2024-05-31,1346147846430.124,450215609802.7726,91502935475.98714,28781483247.09154,2677635519148.375,50.27375222667602
2024-06-30,1199792912680.844,405186539487.579,87526072993.09691,26253286526.958954,2369867265843.528,50.627008945743256
2024-07-31,1306758338817.987,393942961780.88654,85470855219.68504,35106027091.88801,2484932679859.7866,52.587273265355485
2024-08-31,1168247205700.9673,304009556580.61725,78116141811.91739,31919312705.246872,2173325941374.0454,53.75388861195687
2024-09-30,1297825615076.3352,320146112155.9396,87052731975.43872,36340530782.95552,2411084769844.1504,53.82745689029528
2024-10-31,1431085552900.1965,320125387602.99,86969500510.24303,29701886227.67498,2541578796031.82,56.30695200693986
2024-11-30,1926826079390.2441,433361301691.3607,95500304653.15181,103191548907.76518,3562646783857.3867,54.08411768802998
2024-12-31,1833188187477.531,404631151447.3196,102466478284.721,117950842451.00076,3393595055715.5464,54.01906112486953
2025-01-31,2076760153260.6191,391509879851.78656,98765596410.28197,180743899111.4196,3708652702995.7954,55.99769834428127
2025-02-28,1679555320077.2097,277936135130.74036,88306095591.59663,127370369245.55621,2917564490547.6294,57.56703324017889
2025-03-31,1633996304187.2593,217784813538.97607,87655671715.34909,124324478160.5522,2761955521241.7407,59.16084787102708
2025-04-30,1870818389258.4038,216596941729.71945,87546780933.0503,130723771364.09366,3055787492662.651,61.222136478746826
2025-05-31,2066830946978.0637,304659964725.2192,95726822897.51685,125892164966.56429,3374422843791.5864,61.24990976696093
2025-06-30,2155183166489.813,302158279316.21674,95568417529.12051,130291214168.36028,3461179631531.975,62.26730178508225
2025-07-31,2343717963709.7124,459449027043.4022,110456100095.04463,183489681384.74945,3931253489999.2715,59.617574131810734
2025-08-31,2300222904153.9766,519917201094.82306,117823223772.84138,179220796276.87177,4003226485169.9624,57.792308181889894
